brand,model,body,color,year,fuel,kilometers,engine,transmission,price,gov
Hyundai,Avante,Sedan,Silver,2004,Benzine,19999,1400 - 1500 CC,Automatic,163300.0,Kafr al-Sheikh
Hyundai,I10,Sedan,Other Color,2014,Benzine,119999,1000 - 1300 CC,Manual,138000.0,Cairo
Hyundai,Avante,Sedan,Other Color,2003,Benzine,179999,1600 CC,Automatic,155200.0,Dakahlia
Hyundai,Avante,Sedan,Silver,2007,Benzine,139999,1400 - 1500 CC,Automatic,178200.0,Port Said
Hyundai,Avante,Sedan,Other Color,2021,Benzine,39999,1600 CC,Automatic,185600.0,Alexandria
Hyundai,Avante,Sedan,Silver,2014,Benzine,19999,1600 CC,Automatic,218500.0,Fayoum
Hyundai,Avante,Sedan,Gold,2003,Benzine,199999,1600 CC,Automatic,155200.0,Minya
Hyundai,Avante,Sedan,Other Color,2007,Benzine,179999,1600 CC,Automatic,175900.0,Beheira
Hyundai,Avante,Sedan,Black,2011,Benzine,199999,1600 CC,Automatic,217300.0,Sharqia
Hyundai,Avante,Sedan,White,2010,Benzine,99999,1600 CC,Automatic,212800.0,Kafr al-Sheikh
Hyundai,I10,Hatchback,Gold,2011,Benzine,139999,1000 - 1300 CC,Manual,115000.0,Giza
Hyundai,Avante,Sedan,White,2017,Benzine,9999,1600 CC,Automatic,264500.0,Gharbia
Hyundai,I10,Hatchback,Black,2012,Benzine,89999,1000 - 1300 CC,Manual,138000.0,Cairo
Hyundai,Avante,Sedan,Silver,2014,Benzine,179999,1600 CC,Automatic,195500.0,Minya
Hyundai,Avante,Sedan,Silver,2008,Benzine,9999,1600 CC,Automatic,166800.0,Qalyubia
Hyundai,Avante,Sedan,Gold,2005,Benzine,179999,1600 CC,Automatic,155200.0,Minya
Hyundai,I10,Hatchback,Silver,2015,Benzine,119999,1000 - 1300 CC,Manual,131100.0,Ismailia
Hyundai,Avante,Sedan,Black,2014,Benzine,119999,1600 CC,Automatic,230000.0,Kafr al-Sheikh
Hyundai,I10,Hatchback,Gray,2012,Benzine,19999,1000 - 1300 CC,Manual,126500.0,Dakahlia
Hyundai,Avante,Sedan,Other Color,2018,Benzine,79999,1600 CC,Automatic,253000.0,Sharqia
Hyundai,Avante,Sedan,White,2018,Benzine,79999,1600 CC,Automatic,253000.0,Sharqia
Hyundai,Avante,Sedan,White,2016,Benzine,99999,1600 CC,Automatic,241500.0,Beheira
Hyundai,I10,Hatchback,Silver,2017,Benzine,79999,1000 - 1300 CC,Manual,172500.0,Cairo
Hyundai,Avante,Sedan,Black,2008,Benzine,19999,1600 CC,Automatic,172500.0,Minya
Hyundai,I10,Hatchback,Red,2017,Benzine,19999,1000 - 1300 CC,Automatic,235800.0,Sohag
Hyundai,I10,Sedan,Other Color,2013,Benzine,139999,1000 - 1300 CC,Automatic,155200.0,Alexandria
Hyundai,Avante,Sedan,White,2000,Benzine,200000,1600 CC,Automatic,80500.0,Giza
Hyundai,I10,Hatchback,Black,2013,Benzine,159999,1000 - 1300 CC,Manual,126500.0,Beheira
Hyundai,Avante,Sedan,Silver,2004,Benzine,29999,1600 CC,Automatic,155200.0,Cairo
Hyundai,I10,Hatchback,Red,2014,Benzine,159999,1000 - 1300 CC,Manual,149500.0,Suez
Hyundai,Avante,Sedan,Silver,2005,Benzine,199999,1600 CC,Automatic,152900.0,Sharqia
Hyundai,Avante,Sedan,White,2015,Benzine,99999,1600 CC,Automatic,224200.0,Qalyubia
Hyundai,I10,Hatchback,Gray,2013,Benzine,139999,1000 - 1300 CC,Manual,129900.0,Cairo
Hyundai,I10,Hatchback,Red,2016,Benzine,139999,1000 - 1300 CC,Manual,150700.0,Cairo
Hyundai,Avante,Sedan,White,2014,Benzine,99999,1600 CC,Automatic,212800.0,Port Said
Hyundai,Avante,Sedan,Black,2005,Benzine,200000,1400 - 1500 CC,Automatic,154100.0,Cairo
Hyundai,Avante,Sedan,Silver,2004,Benzine,19999,1600 CC,Automatic,143800.0,Minya
Hyundai,Avante,Sedan,Black,2008,Benzine,89999,1600 CC,Automatic,172500.0,Cairo
Hyundai,Avante,Sedan,Silver,2007,Benzine,200000,1400 - 1500 CC,Automatic,161000.0,Cairo
Hyundai,I10,Hatchback,Burgundy,2016,Benzine,179999,1000 - 1300 CC,Manual,155200.0,Giza
Hyundai,Avante,Sedan,White,2008,Benzine,99999,1600 CC,Automatic,172500.0,Cairo
Hyundai,I10,Hatchback,Blue- Navy Blue,2011,Benzine,139999,1000 - 1300 CC,Manual,120800.0,Giza
Hyundai,Avante,Sedan,Silver,2004,Benzine,199999,1400 - 1500 CC,Automatic,147200.0,Sharqia
Hyundai,I10,Sedan,Other Color,2011,Benzine,19999,1000 - 1300 CC,Manual,138000.0,Sharqia
Hyundai,Avante,Sedan,Silver,2003,Benzine,79999,1600 CC,Manual,132200.0,Sohag
Hyundai,I10,Hatchback,Silver,2011,Benzine,199999,1000 - 1300 CC,Manual,109200.0,Damietta
Hyundai,I10,Hatchback,Red,2019,Benzine,49999,1000 - 1300 CC,Automatic,220800.0,Cairo
Hyundai,I10,Hatchback,Silver,2016,Benzine,179999,1000 - 1300 CC,Manual,166800.0,Cairo
Hyundai,Avante,Sedan,Silver,2010,Benzine,139999,1600 CC,Automatic,241500.0,Monufia
Hyundai,Avante,Sedan,Silver,2014,Benzine,79999,1600 CC,Automatic,230000.0,Fayoum
Hyundai,Avante,Sedan,Silver,2016,Benzine,99999,1600 CC,Automatic,253000.0,Minya
Hyundai,I10,Hatchback,Gray,2013,Benzine,159999,1000 - 1300 CC,Manual,120800.0,Cairo
Hyundai,Avante,Sedan,Silver,2013,Benzine,179999,1600 CC,Automatic,201200.0,Monufia
Hyundai,Avante,Sedan,Silver,2011,Benzine,9999,1600 CC,Automatic,161000.0,Fayoum
Hyundai,Avante,Sedan,Silver,2015,Benzine,19999,1600 CC,Automatic,195500.0,Giza
Hyundai,Avante,Sedan,Gold,2005,Benzine,200000,1600 CC,Automatic,161000.0,Cairo
Hyundai,Avante,Sedan,Silver,2016,Benzine,79999,1600 CC,Automatic,172500.0,Alexandria
Hyundai,Avante,Sedan,Silver,2005,Benzine,200000,1600 CC,Automatic,154100.0,Monufia
Hyundai,I10,Hatchback,Red,2017,Benzine,39999,1000 - 1300 CC,Automatic,253000.0,Cairo
Hyundai,Avante,Sedan,Black,2011,Benzine,200000,1600 CC,Automatic,184000.0,Cairo
Hyundai,Avante,Sedan,Silver,2014,Benzine,9999,1600 CC,Automatic,241500.0,Qalyubia
Hyundai,I10,Hatchback,Yellow,2011,Benzine,89999,1000 - 1300 CC,Manual,149500.0,Cairo
Hyundai,I10,Sedan,Other Color,2015,Benzine,139999,1600 CC,Manual,143800.0,Cairo
Hyundai,Avante,Sedan,Silver,2004,Benzine,139999,1600 CC,Automatic,138000.0,Asyut
Hyundai,I10,Hatchback,Silver,2015,Benzine,159999,1000 - 1300 CC,Automatic,178200.0,Cairo
Hyundai,I10,Hatchback,Silver,2019,Benzine,119999,1000 - 1300 CC,Manual,161000.0,Suez
Hyundai,Avante,Sedan,Silver,2010,Benzine,139999,1600 CC,Automatic,230000.0,Gharbia
Hyundai,Avante,Sedan,White,2015,Benzine,119999,1600 CC,Automatic,270200.0,Minya
Hyundai,I10,Hatchback,Burgundy,2013,Benzine,79999,1000 - 1300 CC,Manual,126500.0,Alexandria
Hyundai,Avante,Sedan,White,2017,Benzine,9999,1600 CC,Automatic,247200.0,Gharbia
Hyundai,Avante,Sedan,Silver,2008,Benzine,19999,1600 CC,Automatic,178200.0,Dakahlia
Hyundai,Avante,Sedan,Silver,2007,Benzine,179999,1400 - 1500 CC,Automatic,161000.0,Qalyubia
Hyundai,Avante,Sedan,White,2017,Benzine,69999,1600 CC,Automatic,373800.0,Qalyubia
Hyundai,Avante,Sedan,Silver,2008,Benzine,179999,1600 CC,Automatic,166800.0,Monufia
Hyundai,Avante,Sedan,Gray,2009,Benzine,179999,1600 CC,Automatic,184000.0,Sohag
Hyundai,I10,Hatchback,Black,2013,Benzine,89999,1000 - 1300 CC,Manual,138000.0,Gharbia
Hyundai,I10,Hatchback,Silver,2012,Benzine,119999,1000 - 1300 CC,Manual,126500.0,Giza
Hyundai,I10,Hatchback,Black,2011,Benzine,200000,1000 - 1300 CC,Manual,115000.0,Gharbia
Hyundai,I10,Hatchback,Gray,2017,Benzine,69999,1000 - 1300 CC,Automatic,189800.0,Damietta
Hyundai,Avante,Sedan,White,2017,Benzine,99999,1600 CC,Automatic,276000.0,Sharqia
Hyundai,Avante,Sedan,Silver,2013,Benzine,9999,1600 CC,Automatic,120800.0,Giza
Hyundai,Avante,Sedan,White,2015,Benzine,139999,1600 CC,Automatic,230000.0,Qalyubia
Hyundai,Avante,Sedan,Silver,2006,Benzine,139999,1600 CC,Automatic,155200.0,Gharbia
Hyundai,I10,Hatchback,Other Color,2017,Benzine,69999,1000 - 1300 CC,Automatic,195500.0,Damietta
Hyundai,Avante,Sedan,Gray,2011,Benzine,200000,1400 - 1500 CC,Automatic,172500.0,Asyut
Hyundai,Avante,Sedan,White,2014,Benzine,79999,1600 CC,Automatic,212800.0,Giza
Hyundai,I10,Hatchback,Gold,2011,Benzine,39999,1000 - 1300 CC,Manual,109200.0,Fayoum
Hyundai,Avante,Sedan,Gray,2015,Benzine,69999,1600 CC,Automatic,253000.0,Cairo
Hyundai,I10,Hatchback,White,2003,Benzine,119999,1600 CC,Manual,109200.0,Fayoum
Hyundai,Avante,Sedan,White,2015,Benzine,9999,1600 CC,Automatic,253000.0,Cairo
Hyundai,Avante,Sedan,Black,2012,Benzine,179999,1600 CC,Automatic,218500.0,Qalyubia
Hyundai,I10,Hatchback,Gray,2013,Benzine,9999,1000 - 1300 CC,Manual,135700.0,Damietta
Hyundai,Avante,Sedan,Red,2004,Benzine,159999,1600 CC,Automatic,149500.0,Gharbia
Hyundai,Avante,Sedan,White,2015,Benzine,119999,1600 CC,Automatic,253000.0,Alexandria
Hyundai,Avante,Sedan,White,2007,Benzine,19999,1600 CC,Automatic,132200.0,Sohag
Hyundai,Avante,Sedan,White,2017,Benzine,79999,1600 CC,Automatic,241500.0,Sharqia
Hyundai,I10,Hatchback,Black,2013,Benzine,19999,1000 - 1300 CC,Manual,112700.0,Fayoum
Hyundai,Avante,Sedan,Green,2004,Benzine,159999,1600 CC,Manual,126500.0,Alexandria
Hyundai,Avante,Sedan,Silver,2007,Benzine,159999,1400 - 1500 CC,Automatic,161000.0,Cairo
Hyundai,Avante,Sedan,Red,2004,Benzine,99999,1600 CC,Automatic,166800.0,Beheira
Hyundai,Avante,Sedan,Other Color,2014,Benzine,9999,1600 CC,Automatic,178200.0,Qalyubia
Hyundai,I10,Hatchback,Silver,2015,Benzine,119999,1000 - 1300 CC,Manual,138000.0,Ismailia
Hyundai,Avante,Sedan,Gray,2011,Benzine,139999,1600 CC,Automatic,172500.0,Giza
Hyundai,Avante,Sedan,White,2015,Benzine,9999,1600 CC,Automatic,207000.0,Asyut
Hyundai,Avante,Sedan,White,2017,Benzine,59999,1600 CC,Automatic,276000.0,Giza
Hyundai,Avante,Sedan,White,2008,Benzine,9999,1600 CC,Automatic,135700.0,Cairo
Hyundai,Avante,Sedan,Silver,2015,Benzine,99999,1600 CC,Automatic,230000.0,Sharqia
Hyundai,Avante,Sedan,Gold,2004,Benzine,179999,1600 CC,Automatic,138000.0,Giza
Hyundai,I10,Hatchback,Gray,2017,Benzine,119999,1400 - 1500 CC,Automatic,174800.0,Cairo
Hyundai,Avante,Sedan,White,2004,Benzine,199999,1600 CC,Automatic,147200.0,Red Sea
Hyundai,Avante,Sedan,Silver,2018,Benzine,119999,1600 CC,Automatic,230000.0,Beni Suef
Hyundai,Avante,Sedan,Silver,2007,Benzine,200000,1400 - 1500 CC,Automatic,132200.0,Ismailia
Hyundai,I10,Hatchback,Silver,2013,Benzine,9999,1000 - 1300 CC,Manual,126500.0,Sohag
Hyundai,Avante,Sedan,Gold,2003,Benzine,159999,1600 CC,Automatic,149500.0,Cairo
Hyundai,I10,Hatchback,Red,2015,Benzine,119999,1000 - 1300 CC,Automatic,172500.0,Alexandria
Hyundai,I10,Hatchback,Blue- Navy Blue,2019,Benzine,49999,1000 - 1300 CC,Automatic,322000.0,Dakahlia
Hyundai,Avante,Sedan,Silver,2008,Benzine,29999,1400 - 1500 CC,Automatic,157600.0,Beni Suef
Hyundai,Avante,Sedan,Silver,2009,Benzine,19999,1600 CC,Automatic,172500.0,Asyut
Hyundai,I10,Hatchback,Silver,2012,Benzine,19999,1000 - 1300 CC,Manual,126500.0,Dakahlia
Hyundai,Avante,Sedan,Black,2011,Benzine,19999,1600 CC,Automatic,178200.0,Minya
Hyundai,I10,Hatchback,Blue- Navy Blue,2013,Benzine,69999,1000 - 1300 CC,Manual,138000.0,Damietta
Hyundai,Avante,Sedan,Black,2003,Benzine,19999,1600 CC,Automatic,120800.0,Cairo
Hyundai,Avante,Sedan,Black,2018,Benzine,179999,1600 CC,Automatic,185600.0,Cairo
Hyundai,I10,Hatchback,Gold,2013,Benzine,119999,1000 - 1300 CC,Manual,120800.0,Alexandria
Hyundai,Avante,Sedan,Silver,2003,Benzine,119999,1600 CC,Automatic,132200.0,Beheira
Hyundai,I10,Hatchback,Black,2019,Benzine,139999,1000 - 1300 CC,Automatic,178200.0,Giza
Hyundai,Avante,Sedan,Blue- Navy Blue,2005,Benzine,119999,1600 CC,Automatic,166800.0,Sharqia
Hyundai,I10,Hatchback,Burgundy,2018,Benzine,99999,1600 CC,Automatic,166800.0,Cairo
Hyundai,Avante,Sedan,Black,2003,Benzine,89999,1400 - 1500 CC,Automatic,143800.0,Dakahlia
Hyundai,Avante,Sedan,Silver,2010,Benzine,9999,1600 CC,Automatic,210400.0,Gharbia
Hyundai,I10,Hatchback,Red,2018,Benzine,19999,1600 CC,Automatic,178200.0,Cairo
Hyundai,Avante,Sedan,Silver,2010,Benzine,89999,1600 CC,Automatic,157600.0,Asyut
Hyundai,I10,Hatchback,Gray,2019,Benzine,59999,1000 - 1300 CC,Automatic,201200.0,Gharbia
Hyundai,Avante,Sedan,Black,2007,Benzine,139999,1400 - 1500 CC,Automatic,161000.0,Cairo
Hyundai,Avante,Sedan,Silver,2009,Benzine,159999,1600 CC,Automatic,195500.0,Cairo
Hyundai,Avante,Sedan,Gray,2014,Benzine,89999,1600 CC,Automatic,230000.0,Qalyubia
Hyundai,Avante,Sedan,Silver,2007,Benzine,179999,1600 CC,Automatic,170800.0,Qena
Hyundai,I10,Hatchback,Gray,2013,Benzine,99999,1000 - 1300 CC,Manual,126500.0,Asyut
Hyundai,Avante,Sedan,White,2021,Benzine,29999,1600 CC,Automatic,201200.0,Cairo
Hyundai,I10,Hatchback,Red,2014,Benzine,89999,1000 - 1300 CC,Automatic,161000.0,Qena
Hyundai,I10,Hatchback,Burgundy,2017,Benzine,19999,1000 - 1300 CC,Automatic,224200.0,Cairo
Hyundai,Avante,Sedan,Silver,2012,Benzine,79999,1600 CC,Automatic,224200.0,Beni Suef
Hyundai,I10,Hatchback,Black,2012,Benzine,19999,1000 - 1300 CC,Manual,110400.0,Cairo
Hyundai,I10,Hatchback,Orange,2018,Benzine,159999,1400 - 1500 CC,Automatic,184000.0,Giza
Hyundai,Avante,Sedan,Gray,2015,Benzine,79999,1600 CC,Automatic,235800.0,Cairo
Hyundai,Avante,Sedan,White,2015,Benzine,9999,1600 CC,Automatic,207000.0,Cairo
Hyundai,Avante,Sedan,Silver,2010,Benzine,19999,1600 CC,Automatic,161000.0,Sharqia
Hyundai,Elantra,Sedan,Gray,2017,Benzine,179999,1600 CC,Automatic,287500.0,Dakahlia
Hyundai,Elantra,Sedan,Silver,2019,Benzine,89999,1600 CC,Automatic,345000.0,Giza
Hyundai,Elantra,Sedan,Black,2020,Benzine,9999,1600 CC,Automatic,185600.0,Qalyubia
Hyundai,Elantra,Sedan,Brown,2019,Benzine,79999,1400 - 1500 CC,Automatic,339200.0,Port Said
Hyundai,Elantra,Sedan,Black,2018,Benzine,119999,1600 CC,Automatic,287500.0,Sharqia
Hyundai,Elantra,Sedan,Silver,2015,Benzine,139999,1600 CC,Automatic,250700.0,Sharqia
Hyundai,Elantra,Sedan,Gray,2021,Benzine,39999,1600 CC,Automatic,185600.0,Giza
Hyundai,Elantra,Sedan,Gray,2010,Benzine,9999,1600 CC,Automatic,193200.0,Sharqia
Hyundai,Elantra,Sedan,Black,2015,Benzine,200000,1600 CC,Automatic,264500.0,Port Said
Hyundai,Elantra,Sedan,Burgundy,2020,Benzine,19999,1600 CC,Automatic,258800.0,Beni Suef
Hyundai,Elantra,Sedan,White,2020,Benzine,69999,1600 CC,Automatic,339200.0,Kafr al-Sheikh
Hyundai,Elantra,Sedan,Gold,2004,Benzine,179999,1600 CC,Automatic,147200.0,Giza
Hyundai,Elantra,Sedan,Silver,2019,Benzine,159999,1600 CC,Automatic,322000.0,Qalyubia
Hyundai,Elantra,Sedan,Gray,2021,Benzine,19999,1600 CC,Automatic,185600.0,Cairo
Hyundai,Elantra,Sedan,White,2021,Benzine,79999,1600 CC,Automatic,185600.0,Cairo
Hyundai,Elantra,Sedan,Gold,2005,Benzine,19999,1400 - 1500 CC,Automatic,158700.0,Giza
Hyundai,Elantra,Sedan,Burgundy,2011,Benzine,159999,1600 CC,Automatic,224200.0,Beni Suef
Hyundai,Elantra,Sedan,Gray,2021,Benzine,9999,1600 CC,Automatic,185600.0,Cairo
Hyundai,Elantra,Sedan,Black,2019,Benzine,59999,1400 - 1500 CC,Automatic,185600.0,Giza
Hyundai,Elantra,Sedan,Silver,2019,Benzine,139999,1600 CC,Automatic,299000.0,Cairo
Hyundai,Elantra,Sedan,Other Color,2001,Benzine,200000,1600 CC,Automatic,92000.0,Cairo
Hyundai,Elantra,Sedan,Blue- Navy Blue,2015,Benzine,179999,1600 CC,Automatic,270200.0,Fayoum
Hyundai,Elantra,Sedan,Other Color,2019,Benzine,119999,1600 CC,Automatic,57500.0,Cairo
Hyundai,Elantra,Sedan,Silver,2018,Benzine,199999,1600 CC,Automatic,287500.0,Cairo
Hyundai,Elantra,Sedan,Silver,2019,Benzine,59999,1600 CC,Automatic,350800.0,Ismailia
Hyundai,Elantra,Sedan,White,2022,Benzine,9999,1600 CC,Automatic,185600.0,Dakahlia
Hyundai,Elantra,Sedan,Silver,2019,Benzine,89999,1600 CC,Automatic,272600.0,Giza
Hyundai,Elantra,Sedan,White,2018,Benzine,99999,1600 CC,Automatic,285200.0,Alexandria
Hyundai,Elantra,Sedan,Black,2009,Benzine,9999,1600 CC,Manual,155200.0,Beheira
Hyundai,Elantra,Sedan,Other Color,2022,Benzine,9999,1600 CC,Automatic,185600.0,Gharbia
Hyundai,Elantra,Sedan,Black,2009,Benzine,200000,1600 CC,Automatic,3500.0,Beni Suef
Hyundai,Elantra,Sedan,White,2018,Benzine,119999,1600 CC,Automatic,368000.0,Alexandria
Hyundai,Elantra,Sedan,Gray,2013,Benzine,179999,1600 CC,Automatic,218500.0,Alexandria
Hyundai,Elantra,Sedan,White,2015,Benzine,99999,1600 CC,Automatic,270200.0,Sharqia
Hyundai,Elantra,Sedan,Beige,2015,Benzine,29999,1600 CC,Automatic,203600.0,Giza
Hyundai,Elantra,Sedan,Gray,2019,Benzine,119999,1600 CC,Automatic,339200.0,Giza
Hyundai,Elantra,Sedan,Gray,2011,Benzine,199999,1600 CC,Automatic,158700.0,Suez
Hyundai,Elantra,Sedan,Burgundy,2012,Benzine,200000,1600 CC,Automatic,172500.0,Cairo
Hyundai,Elantra,Sedan,Other Color,2014,Benzine,139999,1600 CC,Automatic,207000.0,Sharqia
Hyundai,Elantra,Sedan,Red,2018,Benzine,159999,1600 CC,Automatic,289800.0,Cairo
Hyundai,Elantra,Sedan,Red,1996,Benzine,200000,1600 CC,Manual,49500.0,Giza
Hyundai,Elantra,Sedan,Burgundy,1995,Benzine,9999,1600 CC,Manual,65500.0,Qena
Hyundai,Elantra,Sedan,Black,2018,Benzine,139999,1600 CC,Automatic,316200.0,Alexandria
Hyundai,Elantra,Sedan,Gray,2015,Benzine,199999,1600 CC,Automatic,247200.0,Gharbia
Hyundai,Elantra,Sedan,Silver,2020,Benzine,39999,1600 CC,Automatic,322000.0,Giza
Hyundai,Elantra,Sedan,Burgundy,2020,Benzine,29999,1600 CC,Automatic,339200.0,Giza
Hyundai,Elantra,Sedan,Silver,2019,Benzine,49999,1600 CC,Automatic,385200.0,Qalyubia
Hyundai,Elantra,Sedan,Gray,2020,Benzine,69999,1600 CC,Automatic,331200.0,Giza
Hyundai,Elantra,Sedan,Silver,2020,Benzine,39999,1600 CC,Automatic,339200.0,Cairo
Hyundai,Elantra,Sedan,Black,2019,Benzine,9999,1600 CC,Automatic,276000.0,Giza
Hyundai,Elantra,Sedan,Red,2018,Benzine,139999,1600 CC,Automatic,287500.0,Cairo
Hyundai,Elantra,Sedan,Black,2015,Benzine,19999,1600 CC,Automatic,264500.0,Sharqia
Hyundai,Elantra,Sedan,Black,2019,Benzine,59999,1600 CC,Automatic,339200.0,Cairo
Hyundai,Elantra,Sedan,Green,1997,Benzine,200000,1600 CC,Manual,74800.0,Cairo
Hyundai,Elantra,Sedan,Silver,2013,Benzine,159999,1600 CC,Automatic,241500.0,Suez
Hyundai,Elantra,Sedan,Other Color,2017,Benzine,139999,1600 CC,Automatic,287500.0,Monufia
Hyundai,Elantra,Sedan,Red,2018,Benzine,99999,1600 CC,Automatic,327800.0,Kafr al-Sheikh
Hyundai,Elantra,Sedan,Other Color,2011,Benzine,29999,1600 CC,Automatic,218500.0,Cairo
Hyundai,Elantra,Sedan,Black,2017,Benzine,119999,1600 CC,Automatic,362200.0,Cairo
Hyundai,Elantra,Sedan,Silver,2020,Benzine,9999,1600 CC,Automatic,185600.0,Gharbia
Hyundai,Elantra,Sedan,Black,2009,Benzine,200000,1600 CC,Automatic,155200.0,Cairo
Hyundai,Elantra,Sedan,Other Color,1995,Benzine,200000,1600 CC,Automatic,63200.0,Cairo
Hyundai,Elantra,Sedan,Black,2018,Benzine,159999,1400 - 1500 CC,Automatic,310500.0,Port Said
Hyundai,Elantra,Sedan,Red,2020,Benzine,89999,1600 CC,Automatic,316200.0,Cairo
Hyundai,Elantra,Sedan,Blue- Navy Blue,2007,Benzine,29999,1600 CC,Automatic,143800.0,Cairo
Hyundai,Elantra,Sedan,Blue- Navy Blue,2018,Benzine,119999,1600 CC,Automatic,185600.0,Red Sea
Hyundai,Elantra,Sedan,Other Color,2015,Benzine,159999,1600 CC,Automatic,253000.0,Beheira
Hyundai,Elantra,Sedan,Burgundy,2010,Benzine,200000,1600 CC,Automatic,201200.0,Qena
Hyundai,Elantra,Sedan,Other Color,2017,Benzine,89999,1600 CC,Automatic,391000.0,Giza
Hyundai,Elantra,Sedan,Brown,2018,Benzine,159999,1600 CC,Automatic,207000.0,Minya
Hyundai,Elantra,Sedan,White,2020,Benzine,79999,1600 CC,Automatic,391000.0,Monufia
Hyundai,Elantra,Sedan,White,1996,Benzine,200000,1400 - 1500 CC,Manual,57500.0,Cairo
Hyundai,Elantra,Sedan,Red,1998,Benzine,199999,1400 - 1500 CC,Manual,89700.0,Cairo
Hyundai,Elantra,Sedan,Red,2019,Benzine,59999,1600 CC,Automatic,391000.0,Cairo
Hyundai,Elantra,Sedan,Black,2009,Benzine,200000,1600 CC,Manual,161000.0,Cairo
Hyundai,Elantra,Sedan,Silver,2018,Benzine,59999,1600 CC,Automatic,293200.0,Alexandria
Hyundai,Elantra,Sedan,White,2021,Benzine,39999,1600 CC,Automatic,185600.0,Suez
Hyundai,Elantra,Sedan,Other Color,2000,Benzine,200000,1600 CC,Automatic,86200.0,Cairo
Hyundai,Elantra,Sedan,Black,2016,Benzine,29999,1600 CC,Automatic,235800.0,Fayoum
Hyundai,Elantra,Sedan,White,2020,Benzine,59999,1600 CC,Automatic,402500.0,Alexandria
Hyundai,Elantra,Sedan,Burgundy,2021,Benzine,49999,1600 CC,Automatic,185600.0,Monufia
Hyundai,Elantra,Sedan,Black,2015,Benzine,119999,1600 CC,Automatic,258800.0,Giza
Hyundai,Elantra,Sedan,Gray,2019,Benzine,199999,1600 CC,Automatic,304800.0,Cairo
Hyundai,Elantra,Sedan,Black,2017,Benzine,179999,1600 CC,Automatic,327800.0,Monufia
Hyundai,Elantra,Sedan,Black,2022,Benzine,19999,1600 CC,Automatic,185600.0,Alexandria
Hyundai,Elantra,Sedan,Red,2018,Benzine,159999,1600 CC,Automatic,299000.0,Giza
Hyundai,Elantra,Sedan,Gray,2017,Benzine,139999,1600 CC,Automatic,287500.0,Alexandria
Hyundai,Elantra,Sedan,Gray,2018,Benzine,99999,1600 CC,Automatic,345000.0,Giza
Hyundai,Elantra,Sedan,Black,2011,Benzine,19999,1600 CC,Automatic,143800.0,Cairo
Hyundai,Elantra,Sedan,Gray,2022,Benzine,9999,1600 CC,Automatic,185600.0,Alexandria
Hyundai,Elantra,Sedan,Gold,2017,Benzine,49999,1600 CC,Automatic,333500.0,Damietta
Hyundai,Elantra,Sedan,Black,2008,Benzine,19999,1600 CC,Automatic,174800.0,Dakahlia
Hyundai,Elantra,Sedan,Black,2021,Benzine,59999,1600 CC,Automatic,3500.0,Cairo
Hyundai,Elantra,Sedan,White,2017,Benzine,59999,1600 CC,Automatic,385200.0,Cairo
Hyundai,Elantra,Sedan,Blue- Navy Blue,2022,Benzine,9999,1600 CC,Automatic,368000.0,Cairo
Hyundai,Elantra,Sedan,Gray,2015,Benzine,89999,1600 CC,Automatic,258800.0,Ismailia
Hyundai,Elantra,Sedan,Gray,2010,Benzine,159999,1600 CC,Automatic,161000.0,Sharqia
Hyundai,Elantra,Sedan,Other Color,2018,Benzine,179999,1600 CC,Automatic,270200.0,Giza
Hyundai,Elantra,Sedan,Burgundy,2019,Benzine,159999,1600 CC,Automatic,293200.0,Beheira
Hyundai,Elantra,Sedan,Burgundy,2015,Benzine,139999,1600 CC,Automatic,249600.0,Sharqia
Hyundai,Elantra,Sedan,Black,2015,Benzine,139999,1600 CC,Automatic,258800.0,Sharqia
Hyundai,Elantra,Sedan,Black,2013,Benzine,119999,1600 CC,Automatic,185600.0,Qalyubia
Hyundai,Elantra,Sedan,Silver,2017,Benzine,179999,1600 CC,Automatic,258800.0,Cairo
Hyundai,Elantra,Sedan,Gray,2017,Benzine,139999,1600 CC,Automatic,299000.0,Cairo
Hyundai,Elantra,Sedan,Burgundy,2015,Benzine,200000,1600 CC,Automatic,253000.0,Giza
Hyundai,Elantra,Sedan,Black,2010,Benzine,19999,1600 CC,Automatic,184000.0,Beheira
Hyundai,Elantra,Sedan,White,2019,Benzine,99999,1600 CC,Automatic,379500.0,Ismailia
Hyundai,Elantra,Sedan,Brown,2019,Benzine,99999,1600 CC,Automatic,317400.0,Cairo
Hyundai,Elantra,Sedan,Burgundy,2015,Benzine,29999,1600 CC,Automatic,258800.0,Kafr al-Sheikh
Hyundai,Elantra,Sedan,Black,2019,Benzine,59999,1600 CC,Automatic,396800.0,Beheira
Hyundai,Elantra,Sedan,Black,2019,Benzine,59999,1600 CC,Automatic,402500.0,Cairo
Hyundai,Elantra,Sedan,White,2009,Benzine,200000,1600 CC,Automatic,161000.0,Giza
Hyundai,Elantra,Sedan,Red,2017,Benzine,59999,1600 CC,Automatic,281800.0,Port Said
Hyundai,Elantra,Sedan,Brown,2019,Benzine,69999,1600 CC,Automatic,345000.0,Kafr al-Sheikh
Hyundai,Elantra,Sedan,Black,2017,Benzine,59999,1600 CC,Automatic,310500.0,Giza
Hyundai,Elantra,Sedan,Black,2013,Benzine,199999,1600 CC,Automatic,204700.0,Sharqia
Hyundai,Elantra,Sedan,Black,2015,Benzine,179999,1600 CC,Automatic,253000.0,Qalyubia
